1,8,8,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,2,1,
7,14,2,1,
8,0,0,1,
-1,0,29,1,
-2,2,28,1,
-3,4,29,1,
-4,6,29,1,
-5,8,29,1,
-6,10,29,1,
-7,12,29,1,
-8,14,29,1,
1,8,8,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,2,1,
7,14,2,1,
8,0,0,1,
-1,0,29,1,
-2,2,28,1,
-3,4,29,1,
-4,6,29,1,
-5,8,29,1,
-6,10,29,1,
-7,12,29,1,
-8,14,29,1,
1,8,8,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,2,1,
7,14,2,1,
8,0,0,1,
-1,0,29,1,
-2,2,28,1,
-3,4,29,1,
-4,6,29,1,
-5,8,29,1,
-6,10,29,1,
-7,12,29,1,
-8,14,29,1,
1,8,8,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,2,1,
7,14,2,1,
8,0,0,1,
-1,0,29,1,
-2,2,28,1,
-3,4,29,1,
-4,6,29,1,
-5,8,29,1,
-6,10,29,1,
-7,12,29,1,
-8,14,29,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,2,1,
7,14,2,1,
8,0,0,1,
-1,0,29,1,
-2,2,28,1,
-3,4,29,1,
-4,6,29,1,
-5,8,29,1,
-6,10,29,1,
-7,12,29,1,
-8,14,29,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,29,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,29,1,
-8,14,29,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,29,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,29,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,29,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,29,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,29,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,4,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,3,1,
8,0,1,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,28,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,3,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,3,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,28,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,28,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,3,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,28,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,5,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,5,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,28,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,7,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,28,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,7,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,28,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,2,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,27,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,27,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,4,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,26,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,27,1,
-7,12,26,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,4,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,27,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,6,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
3,10,8,1,
4,4,6,1,
5,12,7,1,
6,2,5,1,
7,14,5,1,
8,0,3,1,
-1,0,28,1,
-2,2,27,1,
-3,4,27,1,
-4,6,27,1,
-5,8,26,1,
-6,10,26,1,
-7,12,26,1,
-8,14,26,1,
1,8,9,1,
2,6,8,1,
